🚀 正在初始化系统...
🔍 正在加载 Contriever 检索器...
📚 正在加载文档库...
📂 正在加载文件: /home/featurize/work/embeddings_1m/passages_00
📚 文档库加载完成，共 1000000 篇文档。
✅ 系统初始化完成
📂 正在加载数据集: professional_law 从 /home/featurize/work/mmlu_subset/professional_law.csv
✅ professional_law 加载完成，共 400 道题目
📂 正在加载数据集: moral_scenarios 从 /home/featurize/work/mmlu_subset/moral_scenarios.csv
✅ moral_scenarios 加载完成，共 400 道题目
📂 正在加载数据集: psychology 从 /home/featurize/work/mmlu_subset/psychology.csv
✅ psychology 加载完成，共 400 道题目
📂 正在加载数据集: mathematics 从 /home/featurize/work/mmlu_subset/mathematics.csv
✅ mathematics 加载完成，共 400 道题目

==================== 正在评测数据集: professional_law ====================
✅ 选取了 400 道题目 (数据集共 400 道)
题号: professional_law_0, 正确: True, 检索: 3.6497s, Rerank: 0.1972s, 生成: 2.6721s, 首字: 6.5895s, Rerank占比(总): 2.99%, Rerank占比(检): 5.13%
题号: psychology_381, 正确: False, 检索: 3.6125s, Rerank: 0.0835s, 生成: 2.4126s, 首字: 6.1794s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: psychology_382, 正确: True, 检索: 3.5924s, Rerank: 0.0835s, 生成: 2.4164s, 首字: 6.1630s, Rerank占比(总): 1.36%, Rerank占比(检): 2.27%
题号: psychology_383, 正确: False, 检索: 3.7755s, Rerank: 0.0868s, 生成: 2.5162s, 首字: 6.4498s, Rerank占比(总): 1.35%, Rerank占比(检): 2.25%
题号: psychology_384, 正确: False, 检索: 4.6566s, Rerank: 0.0867s, 生成: 2.5277s, 首字: 7.3430s, Rerank占比(总): 1.18%, Rerank占比(检): 1.83%
题号: psychology_385, 正确: False, 检索: 4.6496s, Rerank: 0.0871s, 生成: 2.5187s, 首字: 7.3285s, Rerank占比(总): 1.19%, Rerank占比(检): 1.84%
题号: psychology_386, 正确: True, 检索: 4.6727s, Rerank: 0.0859s, 生成: 2.5073s, 首字: 7.3380s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: psychology_387, 正确: True, 检索: 4.6547s, Rerank: 0.0863s, 生成: 2.5161s, 首字: 7.3285s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: psychology_388, 正确: True, 检索: 4.6396s, Rerank: 0.0862s, 生成: 2.5042s, 首字: 7.3011s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: psychology_389, 正确: True, 检索: 4.6402s, Rerank: 0.0866s, 生成: 2.4995s, 首字: 7.2970s, Rerank占比(总): 1.19%, Rerank占比(检): 1.83%
题号: psychology_390, 正确: False, 检索: 4.6077s, Rerank: 0.0863s, 生成: 2.5102s, 首字: 7.2764s, Rerank占比(总): 1.19%, Rerank占比(检): 1.84%
题号: psychology_391, 正确: False, 检索: 4.6513s, Rerank: 0.0865s, 生成: 2.5082s, 首字: 7.3179s, Rerank占比(总): 1.18%, Rerank占比(检): 1.83%
题号: psychology_392, 正确: False, 检索: 4.6667s, Rerank: 0.0861s, 生成: 2.5068s, 首字: 7.3306s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: psychology_393, 正确: False, 检索: 4.5997s, Rerank: 0.0866s, 生成: 2.5049s, 首字: 7.2620s, Rerank占比(总): 1.19%, Rerank占比(检): 1.85%
题号: psychology_394, 正确: False, 检索: 4.6336s, Rerank: 0.0862s, 生成: 2.5044s, 首字: 7.2957s, Rerank占比(总): 1.18%, Rerank占比(检): 1.83%
题号: psychology_395, 正确: False, 检索: 4.5796s, Rerank: 0.0859s, 生成: 2.5090s, 首字: 7.2477s, Rerank占比(总): 1.18%, Rerank占比(检): 1.84%
题号: psychology_396, 正确: True, 检索: 4.6049s, Rerank: 0.0860s, 生成: 2.5044s, 首字: 7.2678s, Rerank占比(总): 1.18%, Rerank占比(检): 1.83%
题号: psychology_397, 正确: False, 检索: 4.5869s, Rerank: 0.0863s, 生成: 2.5086s, 首字: 7.2537s, Rerank占比(总): 1.19%, Rerank占比(检): 1.85%
题号: psychology_398, 正确: False, 检索: 4.6214s, Rerank: 0.0861s, 生成: 2.5064s, 首字: 7.2864s, Rerank占比(总): 1.18%, Rerank占比(检): 1.83%
题号: psychology_399, 正确: False, 检索: 4.6287s, Rerank: 0.0862s, 生成: 2.5091s, 首字: 7.2948s, Rerank占比(总): 1.18%, Rerank占比(检): 1.83%

📊 数据集 psychology 评测完成，统计结果如下：
 🟢 总正确率: 0.3225 (129/400)
 ⏱️ 平均每题 Rerank 耗时: 0.0859 秒
 ⏱️ 平均每题 首字延迟: 6.8088 秒
 📊 平均 Rerank耗时/总耗时比值: 0.0127
 📊 平均 Rerank耗时/检索耗时比值: 0.0205
 📉 重排耗时方差 (Variance): 0.000008 (s²)
 📏 重排耗时标准差 (Std): 0.002873 (s)

==================== 正在评测数据集: mathematics ====================
✅ 选取了 400 道题目 (数据集共 400 道)
题号: mathematics_0, 正确: False, 检索: 4.6669s, Rerank: 0.0860s, 生成: 2.5052s, 首字: 7.3299s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: mathematics_1, 正确: False, 检索: 4.6317s, Rerank: 0.0862s, 生成: 2.5053s, 首字: 7.2938s, Rerank占比(总): 1.18%, Rerank占比(检): 1.83%
题号: mathematics_2, 正确: False, 检索: 4.6814s, Rerank: 0.0862s, 生成: 2.5060s, 首字: 7.3442s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: mathematics_3, 正确: True, 检索: 4.6445s, Rerank: 0.0864s, 生成: 2.5077s, 首字: 7.3110s, Rerank占比(总): 1.18%, Rerank占比(检): 1.83%
题号: mathematics_4, 正确: False, 检索: 4.6303s, Rerank: 0.0865s, 生成: 2.5059s, 首字: 7.2941s, Rerank占比(总): 1.19%, Rerank占比(检): 1.83%
题号: mathematics_5, 正确: False, 检索: 4.6899s, Rerank: 0.0863s, 生成: 2.5050s, 首字: 7.3517s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: mathematics_6, 正确: False, 检索: 4.6415s, Rerank: 0.0859s, 生成: 2.5030s, 首字: 7.3009s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: mathematics_7, 正确: False, 检索: 4.6409s, Rerank: 0.0860s, 生成: 2.5057s, 首字: 7.3019s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: mathematics_8, 正确: True, 检索: 4.6291s, Rerank: 0.0862s, 生成: 2.5138s, 首字: 7.3009s, Rerank占比(总): 1.18%, Rerank占比(检): 1.83%
题号: mathematics_9, 正确: True, 检索: 4.6276s, Rerank: 0.0858s, 生成: 2.5036s, 首字: 7.2878s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: mathematics_10, 正确: True, 检索: 4.6663s, Rerank: 0.0861s, 生成: 2.5033s, 首字: 7.3260s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: mathematics_11, 正确: False, 检索: 4.6588s, Rerank: 0.0874s, 生成: 2.5157s, 首字: 7.3330s, Rerank占比(总): 1.19%, Rerank占比(检): 1.84%
题号: mathematics_12, 正确: True, 检索: 4.6552s, Rerank: 0.0860s, 生成: 2.5128s, 首字: 7.3249s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: mathematics_13, 正确: False, 检索: 4.6751s, Rerank: 0.0861s, 生成: 2.5173s, 首字: 7.3513s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: mathematics_14, 正确: False, 检索: 4.6750s, Rerank: 0.0862s, 生成: 2.5197s, 首字: 7.3507s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: mathematics_15, 正确: False, 检索: 4.6801s, Rerank: 0.0868s, 生成: 2.5131s, 首字: 7.3530s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: mathematics_16, 正确: True, 检索: 4.6891s, Rerank: 0.0862s, 生成: 2.5127s, 首字: 7.3589s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: mathematics_17, 正确: False, 检索: 4.6896s, Rerank: 0.0866s, 生成: 2.5129s, 首字: 7.3588s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: mathematics_18, 正确: False, 检索: 4.6858s, Rerank: 0.0866s, 生成: 2.5085s, 首字: 7.3528s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: mathematics_19, 正确: False, 检索: 4.6776s, Rerank: 0.0862s, 生成: 2.5073s, 首字: 7.3430s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: mathematics_20, 正确: False, 检索: 4.6971s, Rerank: 0.0882s, 生成: 2.5326s, 首字: 7.3879s, Rerank占比(总): 1.19%, Rerank占比(检): 1.84%
题号: mathematics_21, 正确: False, 检索: 4.7260s, Rerank: 0.0865s, 生成: 2.5900s, 首字: 7.4732s, Rerank占比(总): 1.16%, Rerank占比(检): 1.80%
题号: mathematics_22, 正确: False, 检索: 4.7229s, Rerank: 0.0905s, 生成: 2.5787s, 首字: 7.4647s, Rerank占比(总): 1.21%, Rerank占比(检): 1.88%
题号: mathematics_23, 正确: True, 检索: 4.7086s, Rerank: 0.0886s, 生成: 2.6375s, 首字: 7.5096s, Rerank占比(总): 1.18%, Rerank占比(检): 1.85%
题号: mathematics_24, 正确: False, 检索: 4.6815s, Rerank: 0.0869s, 生成: 2.5387s, 首字: 7.3818s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: mathematics_25, 正确: True, 检索: 4.6712s, Rerank: 0.0872s, 生成: 2.5189s, 首字: 7.3483s, Rerank占比(总): 1.19%, Rerank占比(检): 1.83%
题号: mathematics_26, 正确: False, 检索: 4.6909s, Rerank: 0.0862s, 生成: 2.5202s, 首字: 7.3686s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: mathematics_27, 正确: True, 检索: 4.6431s, Rerank: 0.0864s, 生成: 2.5210s, 首字: 7.3226s, Rerank占比(总): 1.18%, Rerank占比(检): 1.83%
题号: mathematics_28, 正确: False, 检索: 4.6905s, Rerank: 0.0865s, 生成: 2.5147s, 首字: 7.3620s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: mathematics_29, 正确: False, 检索: 4.6471s, Rerank: 0.0861s, 生成: 2.5093s, 首字: 7.3129s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: mathematics_30, 正确: False, 检索: 4.6720s, Rerank: 0.0862s, 生成: 2.5122s, 首字: 7.3414s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: mathematics_31, 正确: False, 检索: 4.6708s, Rerank: 0.0859s, 生成: 2.5071s, 首字: 7.3351s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: mathematics_32, 正确: False, 检索: 4.6352s, Rerank: 0.0870s, 生成: 2.5103s, 首字: 7.3042s, Rerank占比(总): 1.19%, Rerank占比(检): 1.84%
题号: mathematics_33, 正确: True, 检索: 4.6321s, Rerank: 0.0864s, 生成: 2.5099s, 首字: 7.2984s, Rerank占比(总): 1.18%, Rerank占比(检): 1.83%
题号: mathematics_34, 正确: False, 检索: 4.6596s, Rerank: 0.0873s, 生成: 2.5125s, 首字: 7.3332s, Rerank占比(总): 1.19%, Rerank占比(检): 1.84%
题号: mathematics_35, 正确: False, 检索: 4.6248s, Rerank: 0.0873s, 生成: 2.5148s, 首字: 7.2983s, Rerank占比(总): 1.20%, Rerank占比(检): 1.85%
题号: mathematics_36, 正确: False, 检索: 4.6725s, Rerank: 0.0866s, 生成: 2.5087s, 首字: 7.3394s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: mathematics_37, 正确: True, 检索: 4.6491s, Rerank: 0.0866s, 生成: 2.5103s, 首字: 7.3157s, Rerank占比(总): 1.18%, Rerank占比(检): 1.83%
题号: mathematics_38, 正确: True, 检索: 4.6666s, Rerank: 0.0859s, 生成: 2.5150s, 首字: 7.3402s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: mathematics_39, 正确: True, 检索: 4.6232s, Rerank: 0.0875s, 生成: 2.5086s, 首字: 7.2914s, Rerank占比(总): 1.20%, Rerank占比(检): 1.86%
题号: mathematics_40, 正确: False, 检索: 4.6440s, Rerank: 0.0863s, 生成: 2.5113s, 首字: 7.3145s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: mathematics_41, 正确: False, 检索: 4.6118s, Rerank: 0.0860s, 生成: 2.5100s, 首字: 7.2781s, Rerank占比(总): 1.18%, Rerank占比(检): 1.83%
题号: mathematics_42, 正确: False, 检索: 4.6208s, Rerank: 0.0865s, 生成: 2.5022s, 首字: 7.2814s, Rerank占比(总): 1.19%, Rerank占比(检): 1.84%
题号: mathematics_43, 正确: False, 检索: 4.6521s, Rerank: 0.0861s, 生成: 2.5042s, 首字: 7.3129s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: mathematics_44, 正确: False, 检索: 4.6358s, Rerank: 0.0862s, 生成: 2.5064s, 首字: 7.3004s, Rerank占比(总): 1.18%, Rerank占比(检): 1.83%
题号: mathematics_45, 正确: False, 检索: 4.6520s, Rerank: 0.0856s, 生成: 2.5090s, 首字: 7.3196s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: mathematics_46, 正确: False, 检索: 4.6480s, Rerank: 0.0861s, 生成: 2.5108s, 首字: 7.3171s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: mathematics_47, 正确: False, 检索: 4.6423s, Rerank: 0.0865s, 生成: 2.5026s, 首字: 7.3021s, Rerank占比(总): 1.19%, Rerank占比(检): 1.83%
题号: mathematics_48, 正确: False, 检索: 4.6407s, Rerank: 0.0864s, 生成: 2.5045s, 首字: 7.3048s, Rerank占比(总): 1.18%, Rerank占比(检): 1.83%
题号: mathematics_49, 正确: False, 检索: 4.6414s, Rerank: 0.0867s, 生成: 2.5068s, 首字: 7.3059s, Rerank占比(总): 1.19%, Rerank占比(检): 1.83%
题号: mathematics_50, 正确: False, 检索: 4.6591s, Rerank: 0.0866s, 生成: 2.5029s, 首字: 7.3204s, Rerank占比(总): 1.18%, Rerank占比(检): 1.83%
题号: mathematics_51, 正确: False, 检索: 4.6975s, Rerank: 0.0871s, 生成: 2.5023s, 首字: 7.3588s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: mathematics_52, 正确: False, 检索: 4.6561s, Rerank: 0.0887s, 生成: 2.5117s, 首字: 7.3268s, Rerank占比(总): 1.21%, Rerank占比(检): 1.87%
题号: mathematics_53, 正确: False, 检索: 4.6532s, Rerank: 0.0863s, 生成: 2.5047s, 首字: 7.3160s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: mathematics_54, 正确: False, 检索: 4.6319s, Rerank: 0.0868s, 生成: 2.4977s, 首字: 7.2879s, Rerank占比(总): 1.19%, Rerank占比(检): 1.84%
题号: mathematics_55, 正确: False, 检索: 4.6599s, Rerank: 0.0863s, 生成: 2.5010s, 首字: 7.3185s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: mathematics_56, 正确: False, 检索: 4.6742s, Rerank: 0.0853s, 生成: 2.4830s, 首字: 7.3136s, Rerank占比(总): 1.17%, Rerank占比(检): 1.79%
题号: mathematics_57, 正确: False, 检索: 4.6489s, Rerank: 0.0860s, 生成: 2.5128s, 首字: 7.3204s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: mathematics_58, 正确: False, 检索: 4.6697s, Rerank: 0.0862s, 生成: 2.5083s, 首字: 7.3350s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: mathematics_59, 正确: False, 检索: 4.6331s, Rerank: 0.0868s, 生成: 2.5113s, 首字: 7.3026s, Rerank占比(总): 1.19%, Rerank占比(检): 1.84%
题号: mathematics_60, 正确: False, 检索: 4.6484s, Rerank: 0.0858s, 生成: 2.5088s, 首字: 7.3129s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: mathematics_61, 正确: False, 检索: 3.5866s, Rerank: 0.0834s, 生成: 2.4318s, 首字: 6.1710s, Rerank占比(总): 1.35%, Rerank占比(检): 2.27%
题号: mathematics_62, 正确: False, 检索: 3.5522s, Rerank: 0.0834s, 生成: 2.4286s, 首字: 6.1325s, Rerank占比(总): 1.36%, Rerank占比(检): 2.29%
题号: mathematics_63, 正确: False, 检索: 3.5544s, Rerank: 0.0835s, 生成: 2.4303s, 首字: 6.1385s, Rerank占比(总): 1.36%, Rerank占比(检): 2.30%
题号: mathematics_64, 正确: True, 检索: 3.5442s, Rerank: 0.0831s, 生成: 2.4250s, 首字: 6.1207s, Rerank占比(总): 1.36%, Rerank占比(检): 2.29%
题号: mathematics_65, 正确: False, 检索: 3.5663s, Rerank: 0.0834s, 生成: 2.4220s, 首字: 6.1415s, Rerank占比(总): 1.36%, Rerank占比(检): 2.29%
题号: mathematics_66, 正确: False, 检索: 3.5524s, Rerank: 0.0832s, 生成: 2.4215s, 首字: 6.1258s, Rerank占比(总): 1.36%, Rerank占比(检): 2.29%
题号: mathematics_67, 正确: False, 检索: 3.5505s, Rerank: 0.0839s, 生成: 2.4206s, 首字: 6.1240s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
题号: mathematics_68, 正确: False, 检索: 3.5547s, Rerank: 0.0831s, 生成: 2.4303s, 首字: 6.1374s, Rerank占比(总): 1.35%, Rerank占比(检): 2.28%
题号: mathematics_69, 正确: True, 检索: 3.5873s, Rerank: 0.0836s, 生成: 2.4224s, 首字: 6.1628s, Rerank占比(总): 1.36%, Rerank占比(检): 2.28%
题号: mathematics_70, 正确: False, 检索: 3.5601s, Rerank: 0.0842s, 生成: 2.4329s, 首字: 6.1469s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
题号: mathematics_71, 正确: False, 检索: 3.5824s, Rerank: 0.0832s, 生成: 2.4312s, 首字: 6.1659s, Rerank占比(总): 1.35%, Rerank占比(检): 2.27%
题号: mathematics_72, 正确: True, 检索: 3.5465s, Rerank: 0.0840s, 生成: 2.4265s, 首字: 6.1262s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
题号: mathematics_73, 正确: True, 检索: 3.5099s, Rerank: 0.0833s, 生成: 2.4207s, 首字: 6.0832s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_74, 正确: False, 检索: 3.5115s, Rerank: 0.0828s, 生成: 2.4174s, 首字: 6.0808s, Rerank占比(总): 1.36%, Rerank占比(检): 2.30%
题号: mathematics_75, 正确: False, 检索: 3.5063s, Rerank: 0.0833s, 生成: 2.4198s, 首字: 6.0785s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_76, 正确: False, 检索: 3.5129s, Rerank: 0.0834s, 生成: 2.4160s, 首字: 6.0816s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_77, 正确: True, 检索: 3.5131s, Rerank: 0.0833s, 生成: 2.4144s, 首字: 6.0822s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_78, 正确: False, 检索: 3.5133s, Rerank: 0.0838s, 生成: 2.4211s, 首字: 6.0874s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: mathematics_79, 正确: False, 检索: 3.5054s, Rerank: 0.0838s, 生成: 2.4215s, 首字: 6.0795s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: mathematics_80, 正确: False, 检索: 3.5055s, Rerank: 0.0831s, 生成: 2.4198s, 首字: 6.0773s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_81, 正确: True, 检索: 3.4987s, Rerank: 0.0834s, 生成: 2.4178s, 首字: 6.0688s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_82, 正确: False, 检索: 3.4963s, Rerank: 0.0837s, 生成: 2.4228s, 首字: 6.0725s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_83, 正确: False, 检索: 3.4912s, Rerank: 0.0835s, 生成: 2.4232s, 首字: 6.0678s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_84, 正确: True, 检索: 3.5035s, Rerank: 0.0839s, 生成: 2.4219s, 首字: 6.0792s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_85, 正确: False, 检索: 3.4970s, Rerank: 0.0837s, 生成: 2.5265s, 首字: 6.1767s, Rerank占比(总): 1.35%, Rerank占比(检): 2.34%
题号: mathematics_86, 正确: False, 检索: 3.5310s, Rerank: 0.0837s, 生成: 2.4281s, 首字: 6.1110s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
题号: mathematics_87, 正确: False, 检索: 3.5049s, Rerank: 0.0834s, 生成: 2.4265s, 首字: 6.0836s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_88, 正确: False, 检索: 3.4952s, Rerank: 0.0834s, 生成: 2.4274s, 首字: 6.0744s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_89, 正确: False, 检索: 3.4958s, Rerank: 0.0838s, 生成: 2.4224s, 首字: 6.0707s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_90, 正确: False, 检索: 3.4882s, Rerank: 0.0840s, 生成: 2.4739s, 首字: 6.1165s, Rerank占比(总): 1.37%, Rerank占比(检): 2.35%
题号: mathematics_91, 正确: False, 检索: 3.4954s, Rerank: 0.0837s, 生成: 2.4194s, 首字: 6.0669s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_92, 正确: False, 检索: 3.4897s, Rerank: 0.0834s, 生成: 2.4851s, 首字: 6.1282s, Rerank占比(总): 1.36%, Rerank占比(检): 2.33%
题号: mathematics_93, 正确: False, 检索: 4.4868s, Rerank: 0.0857s, 生成: 2.5161s, 首字: 7.1589s, Rerank占比(总): 1.20%, Rerank占比(检): 1.87%
题号: mathematics_94, 正确: False, 检索: 3.7468s, Rerank: 0.0866s, 生成: 2.4987s, 首字: 6.4013s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: mathematics_95, 正确: True, 检索: 3.5209s, Rerank: 0.0835s, 生成: 2.4268s, 首字: 6.1028s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_96, 正确: True, 检索: 3.5161s, Rerank: 0.0834s, 生成: 2.4292s, 首字: 6.0977s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_97, 正确: False, 检索: 3.5172s, Rerank: 0.0836s, 生成: 2.4298s, 首字: 6.0999s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_98, 正确: False, 检索: 3.5327s, Rerank: 0.0837s, 生成: 2.4518s, 首字: 6.1370s, Rerank占比(总): 1.36%, Rerank占比(检): 2.31%
题号: mathematics_99, 正确: True, 检索: 3.5215s, Rerank: 0.0833s, 生成: 2.4245s, 首字: 6.0985s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
题号: mathematics_100, 正确: False, 检索: 3.4879s, Rerank: 0.0834s, 生成: 2.4284s, 首字: 6.0684s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_101, 正确: False, 检索: 3.5106s, Rerank: 0.0842s, 生成: 2.4232s, 首字: 6.0879s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_102, 正确: True, 检索: 3.5131s, Rerank: 0.0831s, 生成: 2.4264s, 首字: 6.0910s, Rerank占比(总): 1.36%, Rerank占比(检): 2.31%
题号: mathematics_103, 正确: False, 检索: 3.5051s, Rerank: 0.0850s, 生成: 2.4268s, 首字: 6.0867s, Rerank占比(总): 1.40%, Rerank占比(检): 2.37%
题号: mathematics_104, 正确: False, 检索: 3.4936s, Rerank: 0.0833s, 生成: 2.4324s, 首字: 6.0784s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_105, 正确: False, 检索: 3.4897s, Rerank: 0.0836s, 生成: 2.4191s, 首字: 6.0605s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_106, 正确: False, 检索: 3.4874s, Rerank: 0.0829s, 生成: 2.4195s, 首字: 6.0579s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_107, 正确: False, 检索: 3.5096s, Rerank: 0.0889s, 生成: 2.5767s, 首字: 6.2449s, Rerank占比(总): 1.42%, Rerank占比(检): 2.47%
题号: mathematics_108, 正确: False, 检索: 3.5003s, Rerank: 0.0832s, 生成: 2.4192s, 首字: 6.0724s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_109, 正确: False, 检索: 3.4897s, Rerank: 0.0834s, 生成: 2.4256s, 首字: 6.0701s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_110, 正确: False, 检索: 3.5025s, Rerank: 0.0836s, 生成: 2.4184s, 首字: 6.0744s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: mathematics_111, 正确: False, 检索: 3.4977s, Rerank: 0.0837s, 生成: 2.4233s, 首字: 6.0745s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_112, 正确: True, 检索: 3.4986s, Rerank: 0.0841s, 生成: 2.4235s, 首字: 6.0750s, Rerank占比(总): 1.38%, Rerank占比(检): 2.35%
题号: mathematics_113, 正确: False, 检索: 3.5098s, Rerank: 0.0835s, 生成: 2.4276s, 首字: 6.0902s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_114, 正确: False, 检索: 3.4972s, Rerank: 0.0833s, 生成: 2.4288s, 首字: 6.0787s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_115, 正确: False, 检索: 3.5024s, Rerank: 0.0841s, 生成: 2.6063s, 首字: 6.2618s, Rerank占比(总): 1.34%, Rerank占比(检): 2.34%
题号: mathematics_116, 正确: False, 检索: 3.5536s, Rerank: 0.0880s, 生成: 2.5444s, 首字: 6.2564s, Rerank占比(总): 1.41%, Rerank占比(检): 2.42%
题号: mathematics_117, 正确: True, 检索: 3.5140s, Rerank: 0.0839s, 生成: 2.4586s, 首字: 6.1272s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_118, 正确: False, 检索: 3.5563s, Rerank: 0.0831s, 生成: 2.4215s, 首字: 6.1296s, Rerank占比(总): 1.36%, Rerank占比(检): 2.28%
题号: mathematics_119, 正确: False, 检索: 3.5196s, Rerank: 0.0839s, 生成: 2.4186s, 首字: 6.0907s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: mathematics_120, 正确: False, 检索: 3.5129s, Rerank: 0.0835s, 生成: 2.4301s, 首字: 6.0956s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_121, 正确: False, 检索: 3.5333s, Rerank: 0.0838s, 生成: 2.4194s, 首字: 6.1052s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_122, 正确: True, 检索: 3.5067s, Rerank: 0.0878s, 生成: 2.5287s, 首字: 6.1991s, Rerank占比(总): 1.42%, Rerank占比(检): 2.44%
题号: mathematics_123, 正确: True, 检索: 3.5425s, Rerank: 0.0858s, 生成: 2.5179s, 首字: 6.2151s, Rerank占比(总): 1.38%, Rerank占比(检): 2.37%
题号: mathematics_124, 正确: False, 检索: 3.4885s, Rerank: 0.0833s, 生成: 2.4467s, 首字: 6.0870s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_125, 正确: True, 检索: 4.4853s, Rerank: 0.0860s, 生成: 2.5161s, 首字: 7.1599s, Rerank占比(总): 1.20%, Rerank占比(检): 1.88%
